Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed
2009-06-09,Albury,6.3,8.8,2,W,43
2009-06-10,Albury,3,10.5,5.6,WNW,37
2009-06-11,Albury,-2,9.6,0,SE,13
2009-06-12,Albury,-1.3,8.2,0,ESE,15
2009-06-13,Albury,1.8,12.4,0,ENE,28
2009-06-14,Albury,2,15.8,0,NNE,24
2009-06-15,Albury,0.5,14.9,0.4,ESE,13
2009-06-16,Albury,1.2,17.7,0,SE,17
2009-06-17,Albury,0.6,15.9,0,WSW,13
2009-06-18,Albury,0.5,14.7,0,N,11
2009-06-19,Albury,0.5,15.3,0,ESE,13
2009-06-20,Albury,0.9,17.3,0,NNE,28
2009-06-21,Albury,7,17,1.6,ENE,46
2009-06-22,Albury,5,14.9,5.6,SE,19
2009-06-23,Albury,3.9,15.5,0,W,35
2009-06-24,Albury,7.7,14.1,6,ESE,41
2009-06-25,Albury,4.7,12.2,0,NNW,24
2009-06-26,Albury,6.9,13.7,4.4,SE,46
2009-06-27,Albury,8.4,11.9,0,SSE,22
2009-06-28,Albury,9.3,12.3,5.4,W,22
2009-06-29,Albury,8.2,15.7,3.6,NE,26
2009-06-30,Albury,9.1,16.1,2,NW,72
2009-07-01,Albury,8.3,13.3,8.4,NW,52
2009-07-02,Albury,8.8,11.6,5,WNW,54
2009-07-03,Albury,7.6,12,7.8,W,61
2009-07-04,Albury,5.7,13.2,0,WNW,39
2009-07-05,Albury,3.4,12.4,0,W,31
2009-07-06,Albury,0,12.1,0,ENE,19
2009-07-07,Albury,-1.5,12.5,0,E,19
2009-07-08,Albury,-1.7,13.8,0,E,17
2009-07-09,Albury,-0.4,15,0.2,ESE,13
2009-07-10,Albury,0.1,13.5,0,E,13
2009-07-11,Albury,4.8,13.3,0.6,NE,24
2009-07-12,Albury,8.1,16.5,0.6,NNW,33
2009-07-13,Albury,5.9,13.1,1,WNW,41
2009-07-14,Albury,6.9,11,6.8,W,30
2009-07-15,Albury,2.9,12.6,1.8,WSW,22
2009-07-16,Albury,-0.6,13.4,0,WNW,24
2009-07-17,Albury,-0.3,14.4,0.2,N,17
2009-07-18,Albury,-1,12,0,N,20
2009-07-19,Albury,3.2,14.1,0.6,NNE,24
2009-07-20,Albury,3.6,16.5,0.2,NW,39
2009-07-21,Albury,0.8,17.7,0,N,43
2009-07-22,Albury,6.6,12.3,0,W,44
2009-07-23,Albury,6,13.5,9.8,WNW,26
2009-07-24,Albury,-0.1,12.9,0,NW,22
2009-07-25,Albury,-0.3,12.2,0,NE,20
2009-07-26,Albury,2.1,9.8,0,SSE,13
2009-07-27,Albury,1.3,8.8,0,N,20
2009-07-28,Albury,4.2,12.7,3.8,WNW,31
2009-07-29,Albury,8.3,13.2,2.4,WNW,24
2009-07-30,Albury,3.3,12.1,0.2,NNW,22
2009-07-31,Albury,6.5,14.5,5.2,W,35
2009-08-01,Albury,7.4,13.9,0.2,W,30
2009-08-02,Albury,7.5,14.1,0.8,NNW,30
2009-08-03,Albury,8.3,13.8,0.8,NNW,37
2009-08-04,Albury,3.2,14.7,0,SSE,17
2009-08-05,Albury,5.7,13.8,5.4,NNE,19
2009-08-06,Albury,5.1,17.1,0.4,N,35
2009-08-07,Albury,8,13.9,0.8,WNW,57
2009-08-08,Albury,-0.8,12.9,4.2,WNW,24
2009-08-09,Albury,-1,12.2,0,ESE,15
2009-08-10,Albury,1.9,14.8,0.2,SE,20
2009-08-11,Albury,5.9,17.7,0.4,NNE,43
2009-08-12,Albury,6.9,14.3,4.8,W,24
2009-08-13,Albury,7.7,11.6,0.2,NW,22
2009-08-14,Albury,6.8,15.2,1.2,WSW,22
2009-08-15,Albury,2.7,17.5,0.2,NNE,24
2009-08-16,Albury,5.1,15.5,1.6,W,39
2009-08-17,Albury,4.2,13.6,3.2,WNW,37
2009-08-18,Albury,0.6,15.6,0,WNW,15
2009-08-19,Albury,1.6,16.4,0,E,17
2009-08-20,Albury,5.5,18.4,0,N,22
2009-08-21,Albury,7.3,14.8,1,WNW,59
2009-08-22,Albury,0.2,14.1,6.6,NE,26
2009-08-23,Albury,5.8,18.9,3.8,NNE,26
2009-08-24,Albury,8.9,17.1,1.2,WNW,63
2009-08-25,Albury,7.1,12.8,2,W,85
2009-08-26,Albury,4.2,14.4,3.6,NW,43
2009-08-27,Albury,1.1,16.7,0.4,N,30
2009-08-28,Albury,1.1,18.6,0,NNW,24
2009-08-29,Albury,7.2,17.9,4.2,W,59
2009-08-30,Albury,6.3,11.1,13.4,WNW,56
2009-08-31,Albury,6.7,14.2,1.4,NW,39
2009-09-01,Albury,5.1,14.2,3,WNW,24
2009-09-02,Albury,1,16.8,0,ESE,24
2009-09-03,Albury,6.1,20.7,0,NE,43
2009-09-04,Albury,6.3,16.9,1.4,NW,35
2009-09-05,Albury,2.1,15,0,WNW,30
2009-09-06,Albury,1.6,16.6,0,NE,37
2009-09-07,Albury,8.3,17.6,0,W,41
2009-09-08,Albury,5.7,16.5,0,W,46
2009-09-09,Albury,7.5,14.3,0,W,35
2009-09-10,Albury,2.6,NA,0,NA,NA
2009-09-11,Albury,NA,18.8,NA,N,31
2009-09-12,Albury,6.5,24.7,0,NE,39
2009-09-13,Albury,13.2,25.1,0,NNE,35
2009-09-14,Albury,4.3,17.8,0,SW,24
2009-09-15,Albury,1.6,17.2,0,S,20
2009-09-16,Albury,2.8,21.1,0,E,17
2009-09-17,Albury,6.3,19,0,WNW,24
2009-09-18,Albury,7.4,20.4,10.2,WNW,46
2009-09-19,Albury,5.4,20.6,0,NNW,22
2009-09-20,Albury,8,18.9,0.4,W,33
2009-09-21,Albury,3.7,19,0.2,NE,43
2009-09-22,Albury,11.5,20.2,8.4,NNE,50
2009-09-23,Albury,9.3,16.8,28.8,W,56
2009-09-24,Albury,8.2,18.2,1.4,NW,41
2009-09-25,Albury,5.3,20.6,0,NNW,44
2009-09-26,Albury,6.8,12.2,6,WNW,56
2009-09-27,Albury,4.5,12.9,1.6,W,61
2009-09-28,Albury,5.5,17.9,0,W,43
2009-09-29,Albury,1.7,17,0,NW,19
2009-09-30,Albury,4,21.4,0,NNW,35
2009-10-01,Albury,8.9,21.1,0,SSW,28
2009-10-02,Albury,11.7,22,0,SE,30
2009-10-03,Albury,8.5,13.5,3.2,SSE,31
2009-10-04,Albury,9.6,16.2,1.8,NNE,20
2009-10-05,Albury,8.3,19.7,0.2,W,35
2009-10-06,Albury,5.2,16.2,0,SE,37
2009-10-07,Albury,3.8,15.9,3.6,S,35
2009-10-08,Albury,1.2,16.3,0,ESE,39
2009-10-09,Albury,3.2,18.2,0,SSE,33
2009-10-10,Albury,4.6,19,0,SE,22
2009-10-11,Albury,6.4,18.7,0,W,48
2009-10-12,Albury,5.8,23.3,0,W,59
2009-10-13,Albury,6.6,17.7,2,N,50
2009-10-14,Albury,9.5,15.1,7,W,65
2009-10-15,Albury,9.7,15.7,1.4,WNW,50
2009-10-16,Albury,4.1,16.6,6.8,W,39
2009-10-17,Albury,4.6,19.2,0,WSW,28
2009-10-18,Albury,5.1,20.3,0,NW,24
2009-10-19,Albury,5.1,22.7,0,NE,19
2009-10-20,Albury,6.9,26.6,0,NNW,30
2009-10-21,Albury,8.8,27.1,0,SSE,20
2009-10-22,Albury,9.1,27.1,0,WSW,24
2009-10-23,Albury,8.1,23.9,0,WNW,35
2009-10-24,Albury,7.4,25.4,0,WSW,30
2009-10-25,Albury,10.6,23.1,0,SE,63
2009-10-26,Albury,10.8,22,0,SE,35
2009-10-27,Albury,5.9,24.1,0,ENE,26
2009-10-28,Albury,11.3,26.8,0,W,19
2009-10-29,Albury,14.5,26.9,0,NNW,31
2009-10-30,Albury,13.7,29.1,0,WSW,22
2009-10-31,Albury,15.6,30.8,0,SSE,20
2009-11-01,Albury,17.8,34,0,WNW,33
2009-11-02,Albury,18.7,32.4,0,S,20
2009-11-03,Albury,18.7,24.3,0,W,46
2009-11-04,Albury,10,23.2,0,WNW,39
2009-11-05,Albury,6.6,25.3,0,NE,44
2009-11-06,Albury,10.8,27.9,0,SSE,28
2009-11-07,Albury,11.3,29.8,0,S,22
2009-11-08,Albury,13.5,31.8,0,SSE,28
2009-11-09,Albury,15.4,33.4,0,WSW,37
2009-11-10,Albury,15.9,35.2,0,SW,33
2009-11-11,Albury,17.1,36,0,ESE,26
2009-11-12,Albury,16.7,35.1,0,WSW,43
2009-11-13,Albury,18.1,32.8,0,SE,31
2009-11-14,Albury,13.4,35.4,0,W,46
2009-11-15,Albury,17.2,36.3,0,W,35
2009-11-16,Albury,15.3,35.1,0,W,54
2009-11-17,Albury,12.1,30.5,0,SSE,30
2009-11-18,Albury,11.4,33.5,0,N,24
2009-11-19,Albury,18.6,39.7,0,NW,37
2009-11-20,Albury,15.3,38.2,0,NW,78
2009-11-21,Albury,19.3,21,10.6,NE,37
2009-11-22,Albury,18.3,28.3,25.8,NNW,61
2009-11-23,Albury,11.9,23.6,0.4,W,24
2009-11-24,Albury,12.8,25.8,0,WNW,30
2009-11-25,Albury,17.2,32.9,0,SE,24
2009-11-26,Albury,21,34.5,0,N,78
2009-11-27,Albury,15.9,26.2,10.2,N,24
2009-11-28,Albury,17.1,26.4,0,W,52
2009-11-29,Albury,12.8,22.3,9.4,WNW,46
2009-11-30,Albury,13.2,23.9,2.4,SE,50
2009-12-01,Albury,12.3,23.6,0,E,37
2009-12-02,Albury,10.6,27,0,WNW,39
2009-12-03,Albury,11.4,31.5,0,W,50
2009-12-04,Albury,12.3,27.5,0,WSW,44
2009-12-05,Albury,10.7,26.7,0,W,37
2009-12-06,Albury,11.1,30.7,0,W,28
2009-12-07,Albury,13.4,31.9,0,W,39
2009-12-08,Albury,18.2,24.9,0,SW,54
2009-12-09,Albury,9.2,25.4,1.2,WNW,30
2009-12-10,Albury,14.2,27.4,0,W,52
2009-12-11,Albury,9.2,22.6,1,SW,41
2009-12-12,Albury,9,26.5,0,WSW,39
2009-12-13,Albury,11.8,29.6,0,SW,43
2009-12-14,Albury,13.6,32,0,SSE,28
2009-12-15,Albury,13.1,34.7,0,SSW,28
2009-12-16,Albury,14.6,38.6,0,NNW,39
2009-12-17,Albury,14.5,40.3,0,NW,107
2009-12-18,Albury,12.2,26.4,3,W,41
2009-12-19,Albury,11.1,29.2,0,WSW,37
2009-12-20,Albury,12,31.3,0,NNW,31
2009-12-21,Albury,12.7,33.7,0,NW,39
2009-12-22,Albury,15.1,36.6,0,WSW,39
2009-12-23,Albury,18.1,38.2,0,E,37
2009-12-24,Albury,22.9,34.6,0,NNE,63
2009-12-25,Albury,18.8,28.3,9.8,SE,31
2009-12-26,Albury,17.1,31.3,0,N,33
2009-12-27,Albury,17.6,27.3,0,ENE,24
2009-12-28,Albury,17.8,35.9,0,SE,33
2009-12-29,Albury,18.7,35.9,0,SSE,31
2009-12-30,Albury,19.8,36.8,0,N,33
2009-12-31,Albury,21.1,33.2,0,N,44
2010-01-01,Albury,19.4,31.9,5,NNE,39
2010-01-02,Albury,18.6,29.1,12.4,W,56
2010-01-03,Albury,12.2,29.7,0,W,30
2010-01-04,Albury,14.8,32.8,0,SW,30
2010-01-05,Albury,15,35.8,0,W,46
2010-01-06,Albury,16.3,33.8,0,WNW,41
2010-01-07,Albury,15,33,0,SSE,28
2010-01-08,Albury,17.4,36.4,0,N,30
2010-01-09,Albury,19.6,39.8,0,W,41
2010-01-10,Albury,20.6,42.2,0,WSW,41
2010-01-11,Albury,21,42.2,0,NE,30
2010-01-12,Albury,24.5,42.4,0.2,NNW,74
2010-01-13,Albury,22.6,28.4,0.4,SW,44
2010-01-14,Albury,15.7,31.7,3,SSW,35
2010-01-15,Albury,17.2,36.3,0,NNW,33
2010-01-16,Albury,21.8,36.6,0,W,46
2010-01-17,Albury,16.8,25.6,0,WNW,57
2010-01-18,Albury,10.5,22.6,0,SW,52
2010-01-19,Albury,8.7,25.2,0,W,50
2010-01-20,Albury,11,32.9,0,W,48
2010-01-21,Albury,15.4,37.3,0,W,56
2010-01-22,Albury,19.2,41.8,0,NNW,69
2010-01-23,Albury,24.7,35.4,0,WSW,43
2010-01-24,Albury,14.4,33.7,0,SSW,28
2010-01-25,Albury,14.3,35.8,0,WNW,35
2010-01-26,Albury,15.1,35.9,0,WSW,39
2010-01-27,Albury,17.7,36.4,0,W,43
2010-01-28,Albury,15.2,34.4,0,NW,35
2010-01-29,Albury,16,35.2,0,SSE,35
2010-01-30,Albury,18.9,36.5,0,NE,46
2010-01-31,Albury,21.7,36.3,0,NE,44
2010-02-01,Albury,21,38.2,0,E,67
2010-02-02,Albury,17.8,34.3,8.6,ENE,39
2010-02-03,Albury,17.9,35.6,0,E,57
2010-02-04,Albury,23.5,32,0,NNW,44
2010-02-05,Albury,19.2,26.1,52.2,SE,33
2010-02-06,Albury,19.5,30.3,5.6,SE,43
2010-02-07,Albury,20.3,33.9,0,SE,37
2010-02-08,Albury,23,34,0,NNW,37
2010-02-09,Albury,22.1,35.1,0,NA,NA
2010-02-10,Albury,21.7,35.6,NA,SSW,46
2010-02-11,Albury,21.5,35,0,NA,NA
2010-02-12,Albury,22.5,29.1,NA,SW,24
2010-02-13,Albury,20.8,27.1,0,NE,24
2010-02-14,Albury,20.5,30.3,0,SE,41
2010-02-15,Albury,17.8,26.8,0,ESE,52
2010-02-16,Albury,17.6,29,0,SE,31
2010-02-17,Albury,15.5,30.6,0,NA,NA
2010-02-18,Albury,NA,31.2,NA,ESE,31
2010-02-19,Albury,16.4,30.3,0,NNE,26
2010-02-20,Albury,15.7,31.8,0,NW,57
2010-02-21,Albury,19.6,34.7,0.6,SSW,59
2010-02-22,Albury,20.2,26.4,3.6,E,46
2010-02-23,Albury,12.5,26.1,0.2,W,31
2010-02-24,Albury,12.8,28.5,0,SE,24
2010-02-25,Albury,15,31,0,NNW,22
2010-02-26,Albury,17.2,NA,0,NA,NA
2010-02-27,Albury,NA,26.3,NA,NE,26
2010-02-28,Albury,18.2,29.3,1.4,W,39
2010-03-01,Albury,14.4,NA,0,NA,NA
2010-03-02,Albury,11.2,28.5,NA,SSE,28
2010-03-03,Albury,12.5,31.2,0,ENE,19
2010-03-04,Albury,15.1,NA,0,NA,NA
2010-03-05,Albury,NA,22.3,0,NE,37
2010-03-06,Albury,18.8,30.3,20.6,WSW,39
2010-03-07,Albury,18.3,22.9,5.8,SE,39
2010-03-08,Albury,18.1,25.5,66,NW,56
2010-03-09,Albury,15.7,22.4,6.2,NW,46
2010-03-10,Albury,8.8,NA,0,NA,NA
2010-03-11,Albury,12.3,24.4,NA,SSE,28
2010-03-12,Albury,10.6,25,0,NNE,20
2010-03-13,Albury,11.5,25.7,0,SE,24
2010-03-14,Albury,12.2,26.3,0,SE,24
2010-03-15,Albury,13.2,26.6,0,E,22
2010-03-16,Albury,12.5,28.6,0,ENE,46
2010-03-17,Albury,13.3,29.6,0,SSW,19
2010-03-18,Albury,15.1,30.4,0,SSE,48
2010-03-19,Albury,14.9,31.4,0,W,33
2010-03-20,Albury,16.7,31.9,0,W,35
2010-03-21,Albury,16.8,25.6,0,W,44
2010-03-22,Albury,9.1,25.3,0,WNW,30
2010-03-23,Albury,8.3,27,0,WNW,31
2010-03-24,Albury,10.5,28.8,0,S,22
2010-03-25,Albury,11.6,29.6,0,NNW,24
2010-03-26,Albury,12.6,30,0,WNW,24
2010-03-27,Albury,15.6,30.2,0,E,20
2010-03-28,Albury,17.2,28.7,0,W,39
2010-03-29,Albury,18.2,26.3,11,WNW,26
2010-03-30,Albury,16.5,26.9,0.4,SSW,28
2010-03-31,Albury,13.4,26.1,0,SSE,28
2010-04-01,Albury,11.6,25.8,0,WNW,26
2010-04-02,Albury,10,25.1,0,SE,20
2010-04-03,Albury,12.4,24.8,0,NE,26
2010-04-04,Albury,12.5,24.8,0,SE,20
2010-04-05,Albury,10.3,25.3,0,SE,17
2010-04-06,Albury,10.6,24.7,0,NE,33
2010-04-07,Albury,15.7,23.4,3,N,30
2010-04-08,Albury,13.5,23.1,3.2,NW,46
2010-04-09,Albury,10.1,21.9,0,E,22
2010-04-10,Albury,14.1,18.6,0.2,WNW,22
2010-04-11,Albury,14.2,18.7,7,WNW,57
2010-04-12,Albury,5.6,17.4,0,SW,41
2010-04-13,Albury,4.6,19.9,0,SW,19
2010-04-14,Albury,5.1,21.9,0,SSE,19
2010-04-15,Albury,6.1,23.5,0,SE,17
2010-04-16,Albury,7.7,24.7,0,SSE,19
2010-04-17,Albury,8.5,25.4,0,ESE,17
2010-04-18,Albury,10.1,25.1,0,SSW,17
2010-04-19,Albury,11.2,25.9,0,ESE,17
2010-04-20,Albury,11.8,25.2,0,ENE,26
2010-04-21,Albury,12.3,27.5,0,NW,20
2010-04-22,Albury,11.4,27.3,0,WSW,17
2010-04-23,Albury,11.3,29,0,NNW,35
2010-04-24,Albury,15.4,19.8,3.6,NNW,46
2010-04-25,Albury,10.8,18.5,17,W,37
2010-04-26,Albury,5.1,17.9,0,SSE,15
2010-04-27,Albury,7.1,16.1,0,ENE,17
2010-04-28,Albury,9.7,17.3,1.6,NW,30
2010-04-29,Albury,10.5,17.7,0.4,W,28
2010-04-30,Albury,5.6,19.1,0,ESE,13
2010-05-01,Albury,5.9,21.1,0.2,N,22
2010-05-02,Albury,4.8,20.7,0,SSW,15
2010-05-03,Albury,6.8,23,0,NNW,30
2010-05-04,Albury,8,25.3,0.2,WNW,61
2010-05-05,Albury,8.9,14.5,3,W,39
2010-05-06,Albury,7.1,15.3,0,W,35
2010-05-07,Albury,5.7,17.5,0,W,20
2010-05-08,Albury,9.6,19.3,0,SSE,13
2010-05-09,Albury,5.7,19.5,0,ENE,17
2010-05-10,Albury,5,19.8,0,ENE,17
2010-05-11,Albury,3,15.6,0,WSW,43
2010-05-12,Albury,1.3,14.9,0,W,28
2010-05-13,Albury,1,17.1,0,W,30
