dateId,locationId,mimTemp,maxTemp,rainfall,windGustDir,windGustSpeed
420,13,14.3,34.0,0.0,NW,70.0
421,13,12.9,29.6,0.0,WNW,46.0
422,13,8.9,31.9,0.0,WNW,43.0
423,13,15.0,32.7,0.0,ESE,26.0
424,13,15.4,32.6,0.0,W,24.0
425,13,16.0,34.5,0.0,WSW,44.0
426,13,12.8,30.3,0.0,W,30.0
427,13,13.2,31.9,0.0,NNW,35.0
428,13,18.0,31.1,0.0,WNW,52.0
429,13,13.8,22.1,0.2,WNW,57.0
430,13,11.5,22.0,0.0,SW,50.0
431,13,7.6,24.0,0.0,WSW,30.0
432,13,8.3,27.9,0.0,W,37.0
433,13,11.0,30.2,0.0,SSE,24.0
434,13,13.8,31.8,0.0,NNE,24.0
435,13,15.5,32.0,0.0,NE,50.0
436,13,18.4,30.5,1.2,NE,44.0
437,13,20.9,25.7,0.0,W,37.0
438,13,17.1,25.8,5.8,ENE,31.0
439,13,16.4,27.0,3.0,SW,69.0
440,13,10.0,19.7,11.6,WNW,39.0
441,13,8.8,21.9,0.0,W,39.0
442,13,8.4,25.3,0.0,WNW,35.0
443,13,9.3,28.0,0.0,NW,52.0
444,13,11.3,30.1,0.0,WSW,24.0
445,13,11.5,33.5,0.0,SSE,22.0
446,13,13.8,33.6,0.0,NNW,28.0
447,13,14.6,30.0,0.0,NE,37.0
448,13,14.4,31.6,0.0,NW,37.0
449,13,10.8,31.9,0.0,S,48.0
450,13,15.4,22.3,0.4,ENE,30.0
451,13,13.3,29.8,1.8,WSW,33.0
452,13,10.1,27.6,0.0,WNW,43.0
453,13,9.1,28.9,0.0,NNW,24.0
454,13,10.4,31.2,0.0,S,22.0
455,13,13.4,30.4,0.0,ENE,22.0
456,13,12.3,29.9,0.0,WSW,26.0
457,13,12.2,30.6,0.0,SE,22.0
458,13,14.3,32.1,0.0,NE,28.0
459,13,18.4,28.1,8.6,W,98.0
460,13,10.7,21.4,12.6,W,43.0
461,13,7.8,21.7,0.0,WSW,31.0
462,13,8.1,21.4,0.0,W,35.0
463,13,7.5,22.5,0.0,SE,28.0
464,13,8.2,24.0,0.0,SSE,17.0
465,13,8.1,25.7,0.0,ENE,22.0
466,13,11.6,26.7,0.0,W,48.0
467,13,13.0,24.9,8.4,W,46.0
468,13,13.5,24.2,6.2,WSW,20.0
469,13,9.9,25.4,0.0,NNE,19.0
470,13,12.2,25.0,0.0,WNW,30.0
471,13,10.7,21.9,0.0,W,63.0
472,13,3.5,20.0,0.0,W,31.0
473,13,6.6,21.6,0.0,WNW,26.0
474,13,7.0,23.4,0.0,W,24.0
475,13,11.2,23.9,0.0,SE,31.0
476,13,7.4,22.0,0.0,SSE,28.0
477,13,5.7,21.4,0.0,ESE,17.0
478,13,6.2,22.7,0.0,ESE,17.0
479,13,6.0,22.9,0.0,NE,33.0
480,13,10.6,16.2,0.0,WNW,39.0
481,13,12.9,15.8,20.0,W,70.0
482,13,8.6,12.9,21.0,NNW,63.0
483,13,4.5,11.5,3.2,NW,26.0
484,13,7.6,14.5,4.8,WNW,35.0
485,13,5.4,12.2,0.0,SSE,19.0
486,13,2.1,16.5,0.0,SW,19.0
487,13,1.8,17.0,0.0,SW,19.0
488,13,7.2,19.2,0.0,SW,22.0
489,13,4.6,18.9,0.0,S,15.0
490,13,4.2,19.1,0.0,W,19.0
491,13,5.2,18.8,0.0,ESE,15.0
492,13,4.1,19.3,0.0,SW,20.0
493,13,3.2,18.4,0.0,SW,20.0
494,13,4.3,19.0,0.0,W,15.0
495,13,3.7,20.5,0.0,W,17.0
496,13,5.4,19.5,0.0,SE,17.0
497,13,4.3,17.7,0.0,ESE,15.0
498,13,3.6,18.5,0.0,W,26.0
499,13,3.6,15.1,0.0,WNW,28.0
500,13,6.9,16.3,0.0,WNW,35.0
501,13,10.3,16.6,0.0,WNW,54.0
502,13,12.4,16.4,1.8,W,52.0
503,13,3.0,15.6,0.0,W,20.0
504,13,2.6,19.7,0.0,E,13.0
505,13,3.7,19.1,0.0,SSE,19.0
506,13,5.1,18.6,0.0,E,13.0
507,13,4.4,19.8,0.0,SE,20.0
508,13,4.7,19.8,0.0,SE,24.0
509,13,6.2,22.9,0.0,E,30.0
510,13,6.7,21.1,0.0,SE,20.0
511,13,9.3,20.3,0.0,NE,31.0
512,13,11.6,18.1,4.2,E,19.0
513,13,8.0,16.2,0.8,W,20.0
514,13,2.6,15.7,0.0,SSE,13.0
515,13,2.2,16.5,0.0,ESE,33.0
516,13,2.2,16.8,0.0,SE,26.0
517,13,1.7,17.1,0.0,NW,44.0
518,13,8.0,14.3,1.2,SE,13.0
519,13,8.4,13.4,1.4,SE,13.0
520,13,10.6,14.3,4.8,SE,13.0
521,13,8.9,17.4,8.0,ENE,13.0
522,13,2.8,16.1,0.0,W,20.0
523,13,1.7,10.5,0.2,ESE,11.0
524,13,4.7,11.6,14.4,NNW,30.0
525,13,9.0,12.0,4.6,WNW,33.0
526,13,6.3,8.8,2.0,W,43.0
527,13,3.0,10.5,5.6,WNW,37.0
528,13,-2.0,9.6,0.0,SE,13.0
529,13,-1.3,8.2,0.0,ESE,15.0
530,13,1.8,12.4,0.0,ENE,28.0
531,13,2.0,15.8,0.0,NNE,24.0
532,13,0.5,14.9,0.4,ESE,13.0
533,13,1.2,17.7,0.0,SE,17.0
534,13,0.6,15.9,0.0,WSW,13.0
535,13,0.5,14.7,0.0,N,11.0
536,13,0.5,15.3,0.0,ESE,13.0
537,13,0.9,17.3,0.0,NNE,28.0
538,13,7.0,17.0,1.6,ENE,46.0
539,13,5.0,14.9,5.6,SE,19.0
540,13,3.9,15.5,0.0,W,35.0
541,13,7.7,14.1,6.0,ESE,41.0
542,13,4.7,12.2,0.0,NNW,24.0
543,13,6.9,13.7,4.4,SE,46.0
544,13,8.4,11.9,0.0,SSE,22.0
545,13,9.3,12.3,5.4,W,22.0
546,13,8.2,15.7,3.6,NE,26.0
547,13,9.1,16.1,2.0,NW,72.0
548,13,8.3,13.3,8.4,NW,52.0
549,13,8.8,11.6,5.0,WNW,54.0
550,13,7.6,12.0,7.8,W,61.0
551,13,5.7,13.2,0.0,WNW,39.0
552,13,3.4,12.4,0.0,W,31.0
553,13,0.0,12.1,0.0,ENE,19.0
554,13,-1.5,12.5,0.0,E,19.0
555,13,-1.7,13.8,0.0,E,17.0
556,13,-0.4,15.0,0.2,ESE,13.0
557,13,0.1,13.5,0.0,E,13.0
558,13,4.8,13.3,0.6,NE,24.0
559,13,8.1,16.5,0.6,NNW,33.0
560,13,5.9,13.1,1.0,WNW,41.0
561,13,6.9,11.0,6.8,W,30.0
562,13,2.9,12.6,1.8,WSW,22.0
563,13,-0.6,13.4,0.0,WNW,24.0
564,13,-0.3,14.4,0.2,N,17.0
565,13,-1.0,12.0,0.0,N,20.0
566,13,3.2,14.1,0.6,NNE,24.0
567,13,3.6,16.5,0.2,NW,39.0
568,13,0.8,17.7,0.0,N,43.0
569,13,6.6,12.3,0.0,W,44.0
570,13,6.0,13.5,9.8,WNW,26.0
571,13,-0.1,12.9,0.0,NW,22.0
572,13,-0.3,12.2,0.0,NE,20.0
573,13,2.1,9.8,0.0,SSE,13.0
574,13,1.3,8.8,0.0,N,20.0
575,13,4.2,12.7,3.8,WNW,31.0
576,13,8.3,13.2,2.4,WNW,24.0
577,13,3.3,12.1,0.2,NNW,22.0
578,13,6.5,14.5,5.2,W,35.0
579,13,7.4,13.9,0.2,W,30.0
580,13,7.5,14.1,0.8,NNW,30.0
581,13,8.3,13.8,0.8,NNW,37.0
582,13,3.2,14.7,0.0,SSE,17.0
583,13,5.7,13.8,5.4,NNE,19.0
584,13,5.1,17.1,0.4,N,35.0
585,13,8.0,13.9,0.8,WNW,57.0
586,13,-0.8,12.9,4.2,WNW,24.0
587,13,-1.0,12.2,0.0,ESE,15.0
588,13,1.9,14.8,0.2,SE,20.0
589,13,5.9,17.7,0.4,NNE,43.0
590,13,6.9,14.3,4.8,W,24.0
591,13,7.7,11.6,0.2,NW,22.0
592,13,6.8,15.2,1.2,WSW,22.0
593,13,2.7,17.5,0.2,NNE,24.0
594,13,5.1,15.5,1.6,W,39.0
595,13,4.2,13.6,3.2,WNW,37.0
596,13,0.6,15.6,0.0,WNW,15.0
597,13,1.6,16.4,0.0,E,17.0
598,13,5.5,18.4,0.0,N,22.0
599,13,7.3,14.8,1.0,WNW,59.0
600,13,0.2,14.1,6.6,NE,26.0
601,13,5.8,18.9,3.8,NNE,26.0
602,13,8.9,17.1,1.2,WNW,63.0
603,13,7.1,12.8,2.0,W,85.0
604,13,4.2,14.4,3.6,NW,43.0
605,13,1.1,16.7,0.4,N,30.0
606,13,1.1,18.6,0.0,NNW,24.0
607,13,7.2,17.9,4.2,W,59.0
608,13,6.3,11.1,13.4,WNW,56.0
609,13,6.7,14.2,1.4,NW,39.0
610,13,5.1,14.2,3.0,WNW,24.0
611,13,1.0,16.8,0.0,ESE,24.0
612,13,6.1,20.7,0.0,NE,43.0
613,13,6.3,16.9,1.4,NW,35.0
614,13,2.1,15.0,0.0,WNW,30.0
615,13,1.6,16.6,0.0,NE,37.0
616,13,8.3,17.6,0.0,W,41.0
617,13,5.7,16.5,0.0,W,46.0
618,13,7.5,14.3,0.0,W,35.0
619,13,2.6,,0.0,,
620,13,,18.8,,N,31.0
621,13,6.5,24.7,0.0,NE,39.0
622,13,13.2,25.1,0.0,NNE,35.0
623,13,4.3,17.8,0.0,SW,24.0
624,13,1.6,17.2,0.0,S,20.0
625,13,2.8,21.1,0.0,E,17.0
626,13,6.3,19.0,0.0,WNW,24.0
627,13,7.4,20.4,10.2,WNW,46.0
628,13,5.4,20.6,0.0,NNW,22.0
629,13,8.0,18.9,0.4,W,33.0
630,13,3.7,19.0,0.2,NE,43.0
631,13,11.5,20.2,8.4,NNE,50.0
632,13,9.3,16.8,28.8,W,56.0
633,13,8.2,18.2,1.4,NW,41.0
634,13,5.3,20.6,0.0,NNW,44.0
635,13,6.8,12.2,6.0,WNW,56.0
636,13,4.5,12.9,1.6,W,61.0
637,13,5.5,17.9,0.0,W,43.0
638,13,1.7,17.0,0.0,NW,19.0
639,13,4.0,21.4,0.0,NNW,35.0
640,13,8.9,21.1,0.0,SSW,28.0
641,13,11.7,22.0,0.0,SE,30.0
642,13,8.5,13.5,3.2,SSE,31.0
643,13,9.6,16.2,1.8,NNE,20.0
644,13,8.3,19.7,0.2,W,35.0
645,13,5.2,16.2,0.0,SE,37.0
646,13,3.8,15.9,3.6,S,35.0
647,13,1.2,16.3,0.0,ESE,39.0
648,13,3.2,18.2,0.0,SSE,33.0
649,13,4.6,19.0,0.0,SE,22.0
650,13,6.4,18.7,0.0,W,48.0
651,13,5.8,23.3,0.0,W,59.0
652,13,6.6,17.7,2.0,N,50.0
653,13,9.5,15.1,7.0,W,65.0
654,13,9.7,15.7,1.4,WNW,50.0
655,13,4.1,16.6,6.8,W,39.0
656,13,4.6,19.2,0.0,WSW,28.0
657,13,5.1,20.3,0.0,NW,24.0
658,13,5.1,22.7,0.0,NE,19.0
659,13,6.9,26.6,0.0,NNW,30.0
660,13,8.8,27.1,0.0,SSE,20.0
661,13,9.1,27.1,0.0,WSW,24.0
662,13,8.1,23.9,0.0,WNW,35.0
663,13,7.4,25.4,0.0,WSW,30.0
664,13,10.6,23.1,0.0,SE,63.0
665,13,10.8,22.0,0.0,SE,35.0
666,13,5.9,24.1,0.0,ENE,26.0
667,13,11.3,26.8,0.0,W,19.0
668,13,14.5,26.9,0.0,NNW,31.0
669,13,13.7,29.1,0.0,WSW,22.0
670,13,15.6,30.8,0.0,SSE,20.0
671,13,17.8,34.0,0.0,WNW,33.0
672,13,18.7,32.4,0.0,S,20.0
673,13,18.7,24.3,0.0,W,46.0
674,13,10.0,23.2,0.0,WNW,39.0
675,13,6.6,25.3,0.0,NE,44.0
676,13,10.8,27.9,0.0,SSE,28.0
677,13,11.3,29.8,0.0,S,22.0
678,13,13.5,31.8,0.0,SSE,28.0
679,13,15.4,33.4,0.0,WSW,37.0
680,13,15.9,35.2,0.0,SW,33.0
681,13,17.1,36.0,0.0,ESE,26.0
682,13,16.7,35.1,0.0,WSW,43.0
683,13,18.1,32.8,0.0,SE,31.0
684,13,13.4,35.4,0.0,W,46.0
685,13,17.2,36.3,0.0,W,35.0
686,13,15.3,35.1,0.0,W,54.0
687,13,12.1,30.5,0.0,SSE,30.0
688,13,11.4,33.5,0.0,N,24.0
689,13,18.6,39.7,0.0,NW,37.0
690,13,15.3,38.2,0.0,NW,78.0
691,13,19.3,21.0,10.6,NE,37.0
692,13,18.3,28.3,25.8,NNW,61.0
693,13,11.9,23.6,0.4,W,24.0
694,13,12.8,25.8,0.0,WNW,30.0
695,13,17.2,32.9,0.0,SE,24.0
696,13,21.0,34.5,0.0,N,78.0
697,13,15.9,26.2,10.2,N,24.0
698,13,17.1,26.4,0.0,W,52.0
699,13,12.8,22.3,9.4,WNW,46.0
700,13,13.2,23.9,2.4,SE,50.0
701,13,12.3,23.6,0.0,E,37.0
702,13,10.6,27.0,0.0,WNW,39.0
703,13,11.4,31.5,0.0,W,50.0
704,13,12.3,27.5,0.0,WSW,44.0
705,13,10.7,26.7,0.0,W,37.0
706,13,11.1,30.7,0.0,W,28.0
707,13,13.4,31.9,0.0,W,39.0
708,13,18.2,24.9,0.0,SW,54.0
709,13,9.2,25.4,1.2,WNW,30.0
710,13,14.2,27.4,0.0,W,52.0
711,13,9.2,22.6,1.0,SW,41.0
712,13,9.0,26.5,0.0,WSW,39.0
713,13,11.8,29.6,0.0,SW,43.0
714,13,13.6,32.0,0.0,SSE,28.0
715,13,13.1,34.7,0.0,SSW,28.0
716,13,14.6,38.6,0.0,NNW,39.0
717,13,14.5,40.3,0.0,NW,107.0
718,13,12.2,26.4,3.0,W,41.0
719,13,11.1,29.2,0.0,WSW,37.0
720,13,12.0,31.3,0.0,NNW,31.0
721,13,12.7,33.7,0.0,NW,39.0
722,13,15.1,36.6,0.0,WSW,39.0
723,13,18.1,38.2,0.0,E,37.0
724,13,22.9,34.6,0.0,NNE,63.0
725,13,18.8,28.3,9.8,SE,31.0
726,13,17.1,31.3,0.0,N,33.0
727,13,17.6,27.3,0.0,ENE,24.0
728,13,17.8,35.9,0.0,SE,33.0
729,13,18.7,35.9,0.0,SSE,31.0
730,13,19.8,36.8,0.0,N,33.0
731,13,21.1,33.2,0.0,N,44.0
732,13,19.4,31.9,5.0,NNE,39.0
733,13,18.6,29.1,12.4,W,56.0
734,13,12.2,29.7,0.0,W,30.0
735,13,14.8,32.8,0.0,SW,30.0
736,13,15.0,35.8,0.0,W,46.0
737,13,16.3,33.8,0.0,WNW,41.0
738,13,15.0,33.0,0.0,SSE,28.0
739,13,17.4,36.4,0.0,N,30.0
740,13,19.6,39.8,0.0,W,41.0
741,13,20.6,42.2,0.0,WSW,41.0
742,13,21.0,42.2,0.0,NE,30.0
743,13,24.5,42.4,0.2,NNW,74.0
744,13,22.6,28.4,0.4,SW,44.0
745,13,15.7,31.7,3.0,SSW,35.0
746,13,17.2,36.3,0.0,NNW,33.0
747,13,21.8,36.6,0.0,W,46.0
748,13,16.8,25.6,0.0,WNW,57.0
749,13,10.5,22.6,0.0,SW,52.0
750,13,8.7,25.2,0.0,W,50.0
751,13,11.0,32.9,0.0,W,48.0
752,13,15.4,37.3,0.0,W,56.0
753,13,19.2,41.8,0.0,NNW,69.0
754,13,24.7,35.4,0.0,WSW,43.0
755,13,14.4,33.7,0.0,SSW,28.0
756,13,14.3,35.8,0.0,WNW,35.0
757,13,15.1,35.9,0.0,WSW,39.0
758,13,17.7,36.4,0.0,W,43.0
759,13,15.2,34.4,0.0,NW,35.0
760,13,16.0,35.2,0.0,SSE,35.0
761,13,18.9,36.5,0.0,NE,46.0
762,13,21.7,36.3,0.0,NE,44.0
763,13,21.0,38.2,0.0,E,67.0
764,13,17.8,34.3,8.6,ENE,39.0
765,13,17.9,35.6,0.0,E,57.0
766,13,23.5,32.0,0.0,NNW,44.0
767,13,19.2,26.1,52.2,SE,33.0
768,13,19.5,30.3,5.6,SE,43.0
769,13,20.3,33.9,0.0,SE,37.0
770,13,23.0,34.0,0.0,NNW,37.0
771,13,22.1,35.1,0.0,,
772,13,21.7,35.6,,SSW,46.0
773,13,21.5,35.0,0.0,,
774,13,22.5,29.1,,SW,24.0
775,13,20.8,27.1,0.0,NE,24.0
776,13,20.5,30.3,0.0,SE,41.0
777,13,17.8,26.8,0.0,ESE,52.0
778,13,17.6,29.0,0.0,SE,31.0
779,13,15.5,30.6,0.0,,
780,13,,31.2,,ESE,31.0
781,13,16.4,30.3,0.0,NNE,26.0
782,13,15.7,31.8,0.0,NW,57.0
783,13,19.6,34.7,0.6,SSW,59.0
784,13,20.2,26.4,3.6,E,46.0
785,13,12.5,26.1,0.2,W,31.0
786,13,12.8,28.5,0.0,SE,24.0
787,13,15.0,31.0,0.0,NNW,22.0
788,13,17.2,,0.0,,
789,13,,26.3,,NE,26.0
790,13,18.2,29.3,1.4,W,39.0
791,13,14.4,,0.0,,
792,13,11.2,28.5,,SSE,28.0
793,13,12.5,31.2,0.0,ENE,19.0
794,13,15.1,,0.0,,
795,13,,22.3,0.0,NE,37.0
796,13,18.8,30.3,20.6,WSW,39.0
797,13,18.3,22.9,5.8,SE,39.0
798,13,18.1,25.5,66.0,NW,56.0
799,13,15.7,22.4,6.2,NW,46.0
800,13,8.8,,0.0,,
801,13,12.3,24.4,,SSE,28.0
802,13,10.6,25.0,0.0,NNE,20.0
803,13,11.5,25.7,0.0,SE,24.0
804,13,12.2,26.3,0.0,SE,24.0
805,13,13.2,26.6,0.0,E,22.0
806,13,12.5,28.6,0.0,ENE,46.0
807,13,13.3,29.6,0.0,SSW,19.0
808,13,15.1,30.4,0.0,SSE,48.0
809,13,14.9,31.4,0.0,W,33.0
810,13,16.7,31.9,0.0,W,35.0
811,13,16.8,25.6,0.0,W,44.0
812,13,9.1,25.3,0.0,WNW,30.0
813,13,8.3,27.0,0.0,WNW,31.0
814,13,10.5,28.8,0.0,S,22.0
815,13,11.6,29.6,0.0,NNW,24.0
816,13,12.6,30.0,0.0,WNW,24.0
817,13,15.6,30.2,0.0,E,20.0
818,13,17.2,28.7,0.0,W,39.0
819,13,18.2,26.3,11.0,WNW,26.0
820,13,16.5,26.9,0.4,SSW,28.0
821,13,13.4,26.1,0.0,SSE,28.0
822,13,11.6,25.8,0.0,WNW,26.0
823,13,10.0,25.1,0.0,SE,20.0
824,13,12.4,24.8,0.0,NE,26.0
825,13,12.5,24.8,0.0,SE,20.0
826,13,10.3,25.3,0.0,SE,17.0
827,13,10.6,24.7,0.0,NE,33.0
828,13,15.7,23.4,3.0,N,30.0
829,13,13.5,23.1,3.2,NW,46.0
830,13,10.1,21.9,0.0,E,22.0
831,13,14.1,18.6,0.2,WNW,22.0
832,13,14.2,18.7,7.0,WNW,57.0
833,13,5.6,17.4,0.0,SW,41.0
834,13,4.6,19.9,0.0,SW,19.0
835,13,5.1,21.9,0.0,SSE,19.0
836,13,6.1,23.5,0.0,SE,17.0
837,13,7.7,24.7,0.0,SSE,19.0
838,13,8.5,25.4,0.0,ESE,17.0
839,13,10.1,25.1,0.0,SSW,17.0
840,13,11.2,25.9,0.0,ESE,17.0
841,13,11.8,25.2,0.0,ENE,26.0
842,13,12.3,27.5,0.0,NW,20.0
843,13,11.4,27.3,0.0,WSW,17.0
844,13,11.3,29.0,0.0,NNW,35.0
845,13,15.4,19.8,3.6,NNW,46.0
846,13,10.8,18.5,17.0,W,37.0
847,13,5.1,17.9,0.0,SSE,15.0
848,13,7.1,16.1,0.0,ENE,17.0
849,13,9.7,17.3,1.6,NW,30.0
850,13,10.5,17.7,0.4,W,28.0
851,13,5.6,19.1,0.0,ESE,13.0
852,13,5.9,21.1,0.2,N,22.0
853,13,4.8,20.7,0.0,SSW,15.0
854,13,6.8,23.0,0.0,NNW,30.0
855,13,8.0,25.3,0.2,WNW,61.0
856,13,8.9,14.5,3.0,W,39.0
857,13,7.1,15.3,0.0,W,35.0
858,13,5.7,17.5,0.0,W,20.0
859,13,9.6,19.3,0.0,SSE,13.0
860,13,5.7,19.5,0.0,ENE,17.0
861,13,5.0,19.8,0.0,ENE,17.0
862,13,3.0,15.6,0.0,WSW,43.0
863,13,1.3,14.9,0.0,W,28.0
864,13,1.0,17.1,0.0,W,30.0
865,13,3.1,17.7,0.2,SE,15.0
866,13,2.2,18.4,0.0,SE,13.0
867,13,1.7,17.5,0.0,ESE,13.0
868,13,4.5,17.0,0.0,ESE,48.0
869,13,1.6,19.7,0.0,WNW,17.0
870,13,1.4,18.5,0.0,W,28.0
871,13,2.1,16.5,0.0,N,13.0
872,13,1.7,17.9,0.0,SSE,15.0
873,13,1.1,17.1,0.0,ESE,22.0
874,13,0.9,18.1,0.0,NNW,24.0
875,13,5.2,16.3,0.0,ESE,20.0
876,13,10.2,14.9,10.4,E,26.0
877,13,8.4,19.0,13.4,SSE,30.0
878,13,5.7,16.6,0.2,SSE,11.0
879,13,6.4,17.0,0.0,ENE,22.0
880,13,9.4,15.0,28.0,N,26.0
881,13,8.8,20.2,5.8,SE,46.0
882,13,10.7,19.1,0.0,SSE,48.0
883,13,4.2,16.6,0.0,SE,13.0
884,13,4.3,17.7,0.0,W,13.0
885,13,3.4,17.7,0.0,SSE,17.0
886,13,3.1,18.4,0.0,W,19.0
887,13,1.7,10.2,0.0,SW,17.0
888,13,5.0,15.8,0.0,SW,13.0
889,13,0.4,14.0,0.0,S,17.0
890,13,3.1,12.2,0.0,WNW,19.0
891,13,5.3,8.4,0.0,WNW,37.0
892,13,4.9,12.9,2.4,W,44.0
893,13,7.2,13.2,0.0,W,28.0
894,13,0.0,13.3,0.0,W,22.0
895,13,-1.0,13.1,0.0,ESE,11.0
896,13,-2.0,13.2,0.0,ESE,17.0
897,13,-0.3,12.8,0.0,SSE,11.0
898,13,1.5,15.5,0.0,NNW,52.0
899,13,7.4,16.2,11.6,W,94.0
900,13,3.0,12.2,2.2,W,24.0
901,13,6.9,15.2,1.8,WNW,35.0
902,13,3.6,13.1,0.0,NW,39.0
903,13,5.0,12.5,0.4,W,17.0
904,13,3.0,14.8,0.0,SE,15.0
905,13,3.5,16.5,0.0,E,20.0
906,13,3.4,17.0,0.0,ENE,24.0
907,13,7.0,16.1,0.0,NNE,31.0
908,13,6.2,12.1,10.2,WNW,35.0
909,13,0.6,11.9,0.2,W,22.0
910,13,-0.6,8.3,0.0,NNW,52.0
911,13,2.3,9.4,0.0,N,20.0
912,13,5.1,9.8,0.2,N,24.0
913,13,3.2,11.9,1.2,NNE,13.0
914,13,0.2,10.9,0.2,ESE,19.0
915,13,1.0,10.3,0.0,NNW,11.0
916,13,1.5,10.8,0.0,E,13.0
917,13,1.8,12.1,0.2,SE,22.0
918,13,2.3,13.9,5.6,SSE,35.0
919,13,1.5,13.5,0.0,NNE,50.0
920,13,2.1,14.8,0.4,ESE,13.0
921,13,0.0,14.6,0.0,ENE,15.0
922,13,1.5,16.1,0.0,N,46.0
923,13,5.0,15.4,13.4,N,28.0
924,13,3.5,15.3,0.2,SE,13.0
925,13,3.5,16.3,0.0,WNW,59.0
926,13,6.2,10.0,21.4,NW,57.0
927,13,3.4,12.2,11.0,WNW,43.0
928,13,0.6,13.1,0.0,ENE,48.0
929,13,-0.4,11.5,0.0,E,15.0
930,13,0.7,12.8,0.0,ENE,24.0
931,13,5.0,13.5,1.6,NW,20.0
932,13,0.5,11.6,0.2,WNW,19.0
933,13,0.6,12.9,0.0,W,17.0
934,13,-0.5,13.8,0.0,SW,19.0
935,13,0.1,15.7,0.0,W,17.0
936,13,1.0,14.6,0.0,W,22.0
937,13,2.5,14.3,0.2,W,20.0
938,13,1.9,14.9,0.2,WSW,19.0
939,13,-1.2,15.0,0.2,SSE,15.0
